ID,Name,NetWorth_Billions,x,y,z,vx,vy,vz,industries,connections,hue color value
1584,Alberto Bombassei,2.300221503,0.54427665,1.9366003,0.9830491,0.0,0.0,0.0,automotive,,0.6697777
1585,Huijiao Yu,2.300221503,0.8370474,0.6747223,-0.2821954,0.010741579124794334,-0.025470434416788288,0.0,Package delivery,86/1132/174/2122,1.1398789
1586,Alexandra Daitch,2.300221503,-1.2535676,1.4237318,0.5854325,-0.013830121002314363,0.016653499286657502,0.0,Cargill,671/751/344,0.439058
1587,Lucy Stitzer,2.300221503,-1.1885326,1.6378298,0.16416237,-0.016666085210918318,0.013814951652892904,0.0,Cargill,671/751/344,0.439058
1588,Sarah MacMillan,2.300221503,-1.1179745,1.2318299,-1.1821334,-0.004591818593560216,0.021154821848297218,0.0,Cargill,671/751/344,0.439058
1589,F.C. Tseng,2.300221503,0.8563251,0.3542927,-1.068391,0.013368976644833292,0.024464048248946452,-0.0,semiconductors/hardware,1406/50/358,1.2610606
1590,Anthony Hall,2.300221503,0.45083624,-0.3245027,-0.31998608,0.01613681695428767,0.011176852246108369,-0.0,Technology,1761/1026/573/1633,1.0906686
1591,Yao Kuizhang,2.300221503,1.401721,1.8573091,-0.21341878,-0.01891897043151074,-0.009140826930742628,0.0,food/beverages,313/2966/486,0.431557
1592,Toto Wolff,2.300221503,-0.27913785,0.9029825,0.7777965,0.008196259215308553,-0.025556549017155938,0.0,logistics/shipping/sports/entertainment,1068/135/274/731/1146,0.7081293
1593,Stefan Olsson,2.300221503,-0.5992802,0.570462,-0.21518221,-0.0116691414593485,-0.03337710669140575,0.0,Diversified,1094/36/3046/20,0.8902763
1594,William Boyd & family,2.300221503,-1.1118531,1.2528322,-0.37589255,0.0,0.0,0.0,finance/gambling/entertainment,,1.2819759
1595,Hans-Werner Hector,2.300221503,-0.024425387,1.772731,1.0731938,-0.015380226389640572,-0.013617080182762302,0.0,software/enterprise software,251/2759/1323/3167,0.52043086
1596,Leonard Schleifer,2.300221503,-0.6581532,0.45572722,0.13979122,-0.005235242679488012,-0.026621955083465057,0.0,healthcare/pharmaceuticals,94/2475/139,1.4115231
1597,Timm Oberwelland,2.300221503,0.5142277,1.2502913,0.7248006,-0.008316929046030295,0.014267381201606586,0.0,Candy,1309/3076/1144/2334,0.37512416
1598,Ipek Kirac,2.300221503,0.13755234,0.46850908,0.6673322,-0.017465623742175737,-0.027274909970671182,0.0,Diversified,20/1663/1468,0.8902763
1599,Martin Knauf,2.300221503,0.045611978,0.81832975,1.2092272,0.01683099486071305,-0.00010342539434496427,0.0,building materials,2295/1791/1792/1790/2570,0.5155123
1600,Chin Jong Hwa,2.215028114,0.21579403,0.50144243,0.40910605,-0.014871460068295012,-0.017247963686671145,0.0,Auto parts,1933/2104/1058/599/320,0.8197709
1601,Hong Feng,2.215028114,0.33989343,0.6767088,-0.21854417,0.009632521987611078,-0.025788895056369054,0.0,Smartphones,208/103/328,1.8994682
1602,Li Wanqiang,2.215028114,0.6407925,0.4691204,-0.0027130544,0.02611627022014658,0.009793889987761735,-0.0,Smartphones,208/1601/103/328,1.8994682
1603,Leng Youbin,2.215028114,0.9017865,0.46675855,-0.17717041,0.009355799303220601,-0.02426465742637519,0.0,Infant formula,113/426/2377/2359/941,1.4468347
1604,Jorge Perez,2.215028114,-1.2168872,0.7086152,0.11485855,-0.012818736367342584,-0.021205733157385782,0.0,real estate,1087/114/1111/1966,1.6829958
1605,Mario Germano Giuliani,2.215028114,-0.12883624,0.6689812,0.49524295,-0.015643495970863928,-0.02302633135276172,0.0,healthcare/pharmaceuticals,94/2072/953/139,1.4115231
1606,Andrey Andreev,2.215028114,-0.27556488,1.7631497,1.3023545,0.0,0.0,0.0,Online dating,,0.77266926
1607,Alfredo Egydio Arruda Villela Filho,2.215028114,-0.43959486,-0.31407535,0.70321184,0.01158984448446909,0.00590652782003613,-0.0,finance,1746/2440/2444,1.5244248
1608,Richard Hayne & family,2.215028114,-1.1811572,0.89039236,0.9158871,0.0028041359140653223,-0.015216016912640556,0.0,Urban Outfitters,3179/512,0.71803737
1609,Jack Cowin,2.215028114,0.29849648,-0.8334501,-0.627973,0.0273724406135212,0.00847684789655776,-0.0,food/beverages,636/129/1775/635/122,0.431557
1610,Anna Angelicoussis & family,2.215028114,-0.026071668,1.366267,1.284001,-0.022429191549522564,-0.025622184885160094,0.0,logistics/shipping,59/48/1186/44,0.7081293
1611,Arvind Poddar,2.215028114,1.7860816,0.34422314,0.4071985,0.00827003978856753,0.009018026293054199,-0.0,Tires,1611/2189/2467/2696,1.2534094
1612,Sam Chong,2.215028114,0.7269551,-1.02709,-0.7629912,0.028751533573077918,0.0008674156498749955,-0.0,mining/materials,129/971/1050/95/1118,0.8420775
1613,Henry Swieca,2.215028114,-0.94178385,0.63869405,-0.034394443,-0.0344121099616428,-0.00017151436384498203,0.0,hedge funds/finance,115/34/70/120,1.5244248
1614,Bernard Ecclestone & family,2.215028114,-0.84133404,0.57348406,0.36148953,0.014105869436456283,0.01105776720081497,-0.0,Formula One,2830/294,1.856275
1615,Bertil Hult,2.215028114,0.63247824,1.2066525,1.2420512,-0.017379012081064696,0.004159539974543759,0.0,Education,3295/2377/2127/1083/2988/1878,0.5171018
1616,Emad Al Muhaidib,2.215028114,0.16476375,0.7912361,0.28933156,0.0,0.0,0.0,Diversified,,0.8902763
1617,Daniel Rocher,2.215028114,-0.47647762,0.79962957,1.323178,0.0036015664266990494,-0.012165209624997586,0.0,cosmetics,1618/2965/2480,1.1296445
1618,Bris Rocher,2.215028114,0.15737374,1.3844285,0.6893761,-0.012601179601966965,-0.0014744078760747716,0.0,cosmetics,1617/2965/2480,1.1296445
1619,Tang Yiu,2.215028114,1.004429,0.4796608,-0.11781892,0.006263382183592086,0.03110940620775704,-0.0,ai/software/retail/luxury/fashion,168/2009/1342/31/1229,1.2647958
1620,Jimmy John Liautaud,2.215028114,-1.9760128,0.84493697,-0.0235444,0.0,0.0,0.0,ai/software,,1.2647958
1621,David Hoffmann,2.215028114,-1.2962306,0.23231831,0.119194284,0.0064009590923195855,-0.01799966557020259,0.0,social media/investment/finance,252/1713,0.6704873
1622,Atul Ruia,2.215028114,1.1275208,0.74319565,0.5203461,-0.023685351038698264,0.0031388870544242346,0.0,real estate,114/1111/1966,1.6829958
1623,Douglas Hsu,2.215028114,0.3936494,0.58325326,-0.5221318,-0.028944914902593353,-0.02023891960134805,0.0,Diversified,36/995/20,0.8902763
1624,Leo Huang,2.215028114,-0.05221024,0.8540261,1.4343148,-0.00015386460178955694,-0.01380005830839255,0.0,Testing equipment,1533/2507/1951,1.1758193
1625,Richard Sands,2.215028114,-0.7832006,0.11390646,0.1972951,0.01562345965608232,-0.0067392450415148355,0.0,Liquor,3345/1459/695/3372,1.2380048
1626,Walter P.J. Droege,2.215028114,0.35992667,0.6994858,0.8831186,0.0024938549978701604,0.01769498575700632,-0.0,Investing,2778/419/1721,0.42964417
1627,Ni Zugen,2.215028114,0.95041066,0.85089767,-0.025551856,-0.0032116127082623164,0.015930292853578283,0.0,Appliances,2529/938/2184/2549,0.9520814
1628,Tarek Mansour,2.215028114,-0.9377482,1.9791458,1.059083,-0.030320550702109633,-0.007203832184328578,0.0,Prediction markets,25/1185/1577/1629,1.8849119
1629,Luana Lopes Lara,2.215028114,-1.2315121,1.9345794,0.17806134,-0.02723757958994077,-0.015144149071532918,0.0,Prediction markets,25/1185/1577/1628,1.8849119
1630,Kuldip Singh Dhingra,2.215028114,0.91565377,0.21113367,0.3347792,0.004767871938512277,0.012324432367742538,-0.0,ai/software,1258/1631,1.2647958
1631,Gurbachan Singh Dhingra,2.215028114,0.6332731,0.6707162,0.44425663,-0.0052162253953001066,0.01214146731801964,0.0,ai/software,1258/1630,1.2647958
1632,William Foley II,2.215028114,-0.5283172,0.29720885,-0.066038325,-0.0023594484698577795,-0.01634510562910944,0.0,finance,746/1763/2024,1.5244248
1633,Sam Hupert,2.215028114,0.17932284,-0.37898466,-0.45872328,0.019518480022677403,0.0024502953736228726,-0.0,Technology,1761/1590/1026/573,1.0906686
1634,Andreas Pohl,2.215028114,0.3415117,1.6807874,0.7247813,-0.015056104776969333,0.0023902801288323418,0.0,Mutual funds,1541/781,0.44479728
1635,Maren Otto,2.215028114,0.24505752,0.6334924,0.23525499,-0.0004207007053996127,0.025181532938744273,0.0,ai/software/retail/real estate,572/1892/1676/571/164,1.2647958
1636,V. Prem Watsa,2.215028114,-1.2054734,0.6532148,0.5920722,0.006453635344089433,-0.005858610088785952,0.0,investment/finance,1557,1.5244248
1637,Cheng Yixiao,2.215028114,1.327265,0.99040055,-0.703776,-0.016268238034436888,-0.004067591484056553,0.0,Video streaming app,1134/1242/1337,1.0160817
1638,Jian Yao,2.215028114,0.8944999,0.22176339,-0.62213457,0.013292565192362766,0.02045345052481118,-0.0,healthcare/pharmaceuticals,341/329/860/576,1.4115231
1639,Bent Jensen & Family,2.215028114,1.9210463,0.76199883,-0.5240564,0.0,0.0,0.0,electric systems,,0.9759652
1640,Katharina Andresen,2.215028114,0.1469039,0.9887109,0.1990841,-0.020733944541865938,0.01981454358398494,0.0,investment/finance,3021/406/1142/1420/49/2553,1.5244248
1641,Jiang Yintai & family,2.215028114,0.35666505,0.37047789,-0.48909307,0.003119805161849219,0.025941407211431455,-0.0,Auto parts,1600/2104/1058/198/599/320,0.8197709
1642,Abdullah bin Sulaiman Al Rajhi,2.215028114,0.54666895,0.18500389,0.6775958,0.003223443138749994,0.014577608563892713,-0.0,finance,959/1274,1.5244248
1643,Stephan Schmidheiny,2.215028114,0.07728621,0.8153167,0.5392106,-0.01675863033562198,-0.016338593928628135,0.0,investment/finance,406/1142/1420/2553/308,1.5244248
1644,Jay Hennick,2.215028114,-1.3615824,0.65845996,-0.12378207,0.011841759352694098,-0.006902039511451102,0.0,finance/real estate,1183/1486,1.6829958
1645,William Young,2.215028114,-1.3012656,0.9917865,-0.018602446,0.002382992042503271,-0.011252557348828567,0.0,Plastics,1365/2900,1.6246688
1646,Wu Yiling,2.215028114,0.8033823,0.32270643,-0.09420554,-0.0020676065729667704,0.030820377517158836,0.0,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
1647,Bruce Karsh,2.215028114,-1.6257551,1.1916034,-0.40721717,-0.0033768491735658864,-0.023484020002948816,0.0,investment/finance,1912/565/336/335,1.5244248
1648,Sam Goi,2.215028114,2.1314065,0.50194716,-0.53140837,-0.006580698801248106,0.01493183073774779,0.0,food/beverages,2477/1944/3054/1686/1860,0.431557
1649,Gao Xingjiang,2.215028114,0.8294963,0.5972687,-1.3833865,0.0,0.0,0.0,mining/materials,,0.8420775
1650,Liang Xinjun,2.215028114,0.9849965,0.059872188,-0.04026653,-0.006181732749044587,0.01997094322664381,0.0,investment/finance,406/1819/1142/1420/2553,1.5244248
1651,Louise Lindh,2.215028114,-0.08798802,0.69403875,0.7923487,0.02150725809329382,0.0018070437092907671,-0.0,investment/finance,378/369/1510,1.5244248
1652,Robert G. Miller,2.215028114,-1.0194056,1.6001374,0.60492563,-0.008041181579816079,-0.025336979333446613,0.0,Electronics components,1806/1648/177/170/720,1.7377203
1653,Kathy Britton,2.215028114,-0.62543654,0.38926712,-0.2985607,0.006724811634397922,-0.017929558629814425,0.0,Homebuilding,1963/2236/639/1874/1870,0.89451563
1654,Henry Sy Jr,2.215028114,0.5958679,0.115814276,-0.5515289,-0.011639961842587157,-0.005566947513791667,0.0,Diversified,2653/2846/2712/2915,0.8902763
1655,Adebayo Ogunlesi,2.215028114,-1.6924691,1.186692,0.027705193,-0.020993105570464545,-0.011407803656888881,0.0,investment/finance,2880/336/2213/335/2212/890,1.5244248
1656,Roy Carroll II,2.215028114,-1.1288105,0.73233116,0.5351616,-0.013361289393312593,-0.019807180806842486,0.0,real estate,114/1111/1966,1.6829958
1657,Wang Jianfeng & family,2.215028114,0.4810733,0.2115569,-0.46204877,0.008920741869432284,0.02455830118017463,-0.0,Auto parts,1600/2104/1058/198/599/320,0.8197709
1658,Kie Chie Wong,2.215028114,0.1587558,-0.33159888,-0.9880476,-0.0038487914331044645,-0.02390733335607151,0.0,investment/finance,129/406/2553,1.5244248
1659,Alexander Svetakov,2.215028114,0.92404526,1.1277164,0.3499476,-0.023891360159138203,-0.00022666167108876945,0.0,real estate,114/1111/1966,1.6829958
1660,Brian Hill,2.129834725,-0.5000192,0.74559677,-0.6624683,0.006860386549624935,0.014805413276339958,-0.0,ai/software/retail/luxury/fashion,564/1515,1.2647958
1661,David Golub,2.129834725,-1.6431245,1.0648949,0.57720983,0.01789144977121072,-0.021034716655926728,0.0,investment/finance,303/336/334/1655/1830/1327/335/2874,1.5244248
1662,Alexandra Andresen,2.129834725,0.34094784,0.69969875,0.66994345,-0.007380341815564146,0.027713591401914085,0.0,investment/finance,3021/406/1142/1420/49/2553,1.5244248
1663,Mustafa Rahmi Koc,2.129834725,0.055428445,0.594952,0.5871119,-0.01954977773787066,-0.025840429311821966,0.0,Diversified,1598/20/1468,0.8902763
1664,Devi Shetty,2.129834725,1.2773572,-0.13168687,0.20383775,0.007960678992340774,0.013607517460651534,-0.0,healthcare,2053/1214/1238,2.0075605
1665,Inder Jaisinghani,2.129834725,0.95211786,-0.0017278492,0.29365975,0.013484571400747578,0.004041991695586934,-0.0,cables & wires,1733/2048/1665/1724,1.0892712
1666,Roger Wang,2.129834725,0.5316193,0.2763095,-0.33066085,0.007599361358173444,0.018922373166725768,-0.0,ai/software/retail,636/635/872,1.2647958
1667,John Elkann,2.129834725,0.15180081,0.90571034,1.4574925,0.0,0.0,0.0,investment/finance,,1.5244248
1668,Tong Yongsheng & family,2.129834725,0.8188266,0.38718724,-0.62528193,0.019999864128700477,-0.0012735502043924073,0.0,electrical equipment,1196/1240/897/1415/1915,0.6716765
1669,Dmitry Mazepin,2.129834725,0.44382983,0.5951756,0.546929,-0.015074040384252098,-0.019206292792060188,0.0,Chemicals,1319/123/1881/2735/1212,1.6866118
1670,Chi Yufeng,2.129834725,1.3681061,1.4260105,-0.11176032,-0.020065968049890498,0.008771752292749813,0.0,software/cloud,470/2847/1015/509/2851,1.5939332
1671,Sun Shoukuan,2.129834725,0.7049521,1.3786917,-0.5350552,0.0,0.0,0.0,social media/advertising/ai/mining/materials,,1.3075284
1672,Zhang Xinghai & family,2.129834725,1.0361325,0.37810642,-0.6123624,0.021108012303357102,0.010780009102809782,-0.0,Machinery,2246/98/2595,0.9036575
1673,Or Wai Sheun,2.129834725,1.3696421,0.466404,-0.19164887,-0.022340327962702366,0.008471021915075861,0.0,real estate,114/1111/1966,1.6829958
1674,D. Leopoldo Del Pino,2.129834725,-0.119923,0.5084225,0.45018256,0.00480053382636721,-0.020087441204770833,0.0,construction/materials,1888/755/301,0.8420775
1675,Tom Ford,2.129834725,0.8396801,0.43754876,-0.610636,0.0,0.0,0.0,luxury/fashion/retail,,0.9080228
1676,Katharina Otto-Bernstein,2.129834725,-0.97058177,0.882065,0.5875391,-0.002534081990495491,-0.021783469584881587,0.0,real estate,572/1892/1111/1635/571,1.6829958
1677,Marianna Latsis & family,2.129834725,0.09105557,0.4926879,0.7330825,0.013796091218803753,-0.0022991191819335195,0.0,finance/logistics/shipping,2489/2560/1197,1.5629902
1678,Alexander Frolov,2.129834725,0.24533851,1.2343823,0.5944531,-0.011786218859054948,-0.027813912535367157,0.0,mining/materials,716/691/1505/150/362/79,0.8420775
1679,Eugene Wu,2.129834725,0.8185277,0.86671096,-0.9597881,-0.004124520269306026,0.020348673361798676,0.0,finance,498/414/1499,1.5244248
1680,Nandan Nilekani,2.129834725,1.9714069,0.117912084,-0.046453357,0.01615309371667265,0.00373369592542692,-0.0,software/cloud,1163/2065/2548/1492,1.5939332
1681,Jason Murray,2.129834725,0.17965165,1.0479223,0.39179868,-0.0023315049165434434,0.00799629001440504,0.0,Nursing facilities,1687,0.5896559
1682,Hussain Binghatti Aljbori,2.129834725,1.1274909,0.17570567,0.95639366,-0.02332429020002367,0.005179377610473738,0.0,real estate,114/1111/1966,1.6829958
1683,Masaaki Arai,2.129834725,0.7409547,0.9623781,-0.7343934,-0.023713632864646613,-0.00291754727940249,0.0,real estate,114/1111/1966,1.6829958
1684,Liu Fangyi,2.129834725,0.9661883,0.50958973,-0.23736773,0.004051756776252566,0.02209693169879356,-0.0,healthcare/pharmaceuticals,637/902/1252/582/1462,1.4115231
1685,Mi Enhua,2.129834725,0.6001444,0.34269357,0.21795236,-0.016653318243143308,0.0024413267512020938,0.0,ai/software/retail,741/872,1.2647958
1686,Oei Hong Leong,2.129834725,0.97924244,0.083866574,-0.0614101,-0.018359303152195038,0.005750845190696216,0.0,investment/finance,406/1860/1648/2553,1.5244248
1687,Mark Hancock,2.129834725,-0.254066,0.9214618,0.57010293,0.008568944585296369,0.008569413997569567,-0.0,Nursing facilities,1703/1681,0.5896559
1688,Bret Taylor,2.129834725,-0.578443,1.1205652,-0.52688885,-0.007636958154606487,0.003324671309337134,0.0,ai/software,1689,1.2647958
1689,Clay Bavor,2.129834725,-0.8050988,0.599924,-0.92194676,0.007636958154606487,-0.003324671309337134,0.0,ai/software,1688,1.2647958
1690,Henry Davis,2.129834725,-0.85085434,1.3344814,0.4318104,-0.01859900878278378,-0.0032056603338911967,0.0,Beef processing,374/851,0.3732608
1691,Huang Zelan & family,2.129834725,1.3839881,0.46805084,-0.37366396,0.03283256983030375,0.013370618089348823,-0.0,social media/advertising/ai/mining/materials,821/877/86/39/627/79/983/174/3316/957,1.3075284
1692,Yvonne Bauer,2.129834725,-0.08192025,1.1337194,0.7435186,0.0,0.0,0.0,media/entertainment,,1.8096282
1693,Xue Hua,2.129834725,0.7900174,0.6977328,-0.5832089,-0.011879228595749275,0.011923800266000657,0.0,Agribusiness,655/2823/3157/2381,0.9669446
1694,Fernando Roig,2.129834725,-0.49184406,0.9555719,1.4107149,-0.003320802371218934,-0.02389474392782992,0.0,retail,293/2003/830/377/1380,0.59320146
1695,Igor Rotenberg,2.129834725,0.2294815,0.6283011,0.82801664,0.0044364876375768605,0.018534811000263787,-0.0,investment/finance/real estate,222/2896,1.5244248
1696,Ajay Bhardwaj,2.129834725,0.80553365,0.01817955,0.33004445,0.0,0.0,0.0,Biopharma,,1.6518545
1697,Alain Taravella,2.129834725,0.2903174,1.1149132,0.8490451,0.0,0.0,0.0,real estate,,1.6829958
1698,Charles Edelstenne & family,2.129834725,0.049271125,0.9550408,0.6529219,-0.020745083655244297,-0.011462909045211469,0.0,Aviation,1946/433/439/1947/438,0.36850178
1699,Michael Polsky,2.129834725,-1.6326203,1.1973687,-0.17199543,0.009845800748605785,-0.013802453108207166,0.0,Electric power,304,1.4174988
1700,Dwight Schar,2.129834725,-0.7175806,0.20495848,0.22394866,0.0066804004652421785,-0.0033820865103817276,0.0,sports/entertainment,2020,1.8096282
1701,Wesley Edens,2.129834725,-0.6576073,0.60668516,0.4410901,-0.012845474049793016,-0.01788785517647489,0.0,investment/finance,406/1755/1943/357,1.5244248
1702,Zong Yanmin,2.129834725,1.3165395,1.6516645,-0.44971746,0.0,0.0,0.0,semiconductors/hardware,,1.2610606
1703,Chen Tei-fu,2.129834725,-1.0592856,1.1664829,-0.3029591,-0.008694088739358036,-0.004076716494749067,0.0,Herbal products,1354,1.051561
1704,Vivek Ramaswamy,2.129834725,-0.75030625,0.6646376,0.29043898,-0.010716657902642106,-0.01608438799310309,0.0,investment/finance,406/2037/1420/2553,1.5244248
1705,Kenneth Feld & family,2.129834725,-0.7758175,0.12138322,-0.12677413,0.006528430019504156,0.0003231008902205309,-0.0,ai/software/media/entertainment,2424,1.2647958
1706,Zeng Chaoyi,2.129834725,1.531906,0.70872295,-1.269936,-0.009380258319965615,-0.022912407134757513,0.0,mining/materials,1895/74,0.8420775
1707,Julio Bozano,2.129834725,-0.70244014,-0.12460931,0.55053765,0.0099287403355712,4.447662196364556e-05,-0.0,finance,1274,1.5244248
1708,Sulaiman Al Muhaidib,2.129834725,0.14132732,0.50133413,0.63540447,0.0,0.0,0.0,Diversified,,0.8902763
1709,Essam Al Muhaidib,2.129834725,-0.096703224,0.6555038,0.49422202,0.0,0.0,0.0,Diversified,,0.8902763
1710,Chris Lin,2.129834725,1.2665843,1.4623156,-1.0527112,-0.01690879228299285,-0.010053245910861623,0.0,semiconductors/hardware,908/2427/796/1809/2029,1.2610606
1711,Zhou Hongyi,2.129834725,1.4172721,0.7738142,-1.0139794,0.0005210346935624995,0.022877077730868438,-0.0,software/cloud,372/420/2390/3222/812,1.5939332
1712,Wee Ee Lim,2.129834725,0.8566821,-0.102310315,-0.13284197,0.01380979287221167,0.003162132952109898,-0.0,finance,2002/3286/1572/3287,1.5244248
