ID,Name,NetWorth_Billions,x,y,z,vx,vy,vz,industries,connections,velocity_mode,velocity_scale,hue color value
691,Arkady Volozh,5.11160334,0.55329555,2.1385899,0.2807119,0.0022463378991722273,-0.019261201758499616,0.007998142365685558,Search engine,716/1678/362/2163,radial,0.05,1.9496596
692,Jeffrey Koo Jr,5.11160334,1.0317259,0.29804108,-1.1204726,-0.013870901159139939,0.007355194448246061,0.01185218230693008,finance,498/414,radial,0.05,1.5244248
693,Andrew Karam,5.11160334,-1.528462,0.9730437,-0.9954608,0.022844645712420196,-0.00845952924891295,0.00905232577948894,Advertising technology,1471/158/1127/575/400,radial,0.05,1.7455251
694,Cai Haoyu,5.11160334,1.213018,1.4621255,-1.3045547,0.0035765230775559012,-0.0032855590541693187,0.0024560221393489573,Mobile games,2994,radial,0.05,1.2675356
695,William Goldring & family,5.11160334,-0.65338784,0.41245773,-0.22903715,0.017949275247975773,-0.0001752888795960913,0.006266506893720348,Liquor,1714/1625/1459/1174/1413,radial,0.05,1.2380048
696,Xu Jinfu & family,5.11160334,0.7646071,0.19535106,-0.4557114,-0.0017999830013082265,0.01304536719520314,0.02055934902319929,Chemicals,1319/123/1881/2735/1212,radial,0.05,1.6866118
697,Giuseppe De'Longhi & family,5.11160334,0.40563828,0.6575002,0.7447636,0.0,0.0,0.0,Coffee makers,,radial,0.05,1.6915107
698,Alain Merieux & family,5.11160334,-0.16115141,0.57794476,0.5765096,0.02239407438181635,0.006724317687207927,-0.003878886936358709,healthcare/pharmaceuticals,1946/433/439/1947/438,radial,0.05,1.4115231
699,Sky Xu,5.11160334,1.4498495,0.31279117,-1.243645,-0.005469284511590477,0.023860995144969938,0.020180529231594004,e-commerce/retail,65/86/234/685/443,radial,0.05,0.59320146
700,Shari Arison,5.11160334,-0.42922154,0.34330115,0.25486848,-0.0015620929447390595,0.0016866238227735782,-0.016019248437563714,Carnival Cruises,356,radial,0.05,1.6760454
701,Jiang Weiping & family,5.11160334,0.82067233,0.3264591,-0.17689274,-0.0219012500292566,0.00968833906355853,-0.004751811198471598,Chemicals,1319/123/1881/2735/1212,radial,0.05,1.6866118
702,Lin Lairong & family,5.11160334,0.5849159,0.42701328,-0.19101073,0.0,0.0,0.0,mining/materials,,radial,0.05,0.8420775
703,Alex Behring,5.11160334,-0.8674556,0.4290752,0.2724921,0.017791910144556687,0.009386810744776253,0.01584465987834172,investment/finance,630/138/389/1475,radial,0.05,1.5244248
704,Zhang Yong,5.026409951,-0.101064354,1.0180846,0.5795902,0.0,0.0,0.0,food/beverages,,radial,0.05,0.431557
705,Vladimir Kim,5.026409951,0.9822177,0.8357872,0.6067465,-0.010245668238252896,-0.016523058146041648,-0.021199479346617384,mining/materials,129/971/1050/95/1118,radial,0.05,0.8420775
706,Johnelle Hunt,5.026409951,-1.3509605,1.270264,0.114153326,0.024304642487567016,-0.01865226730992823,0.004941113556758791,Trucking,23,radial,0.05,1.9373585
707,Jim Davis & family,5.026409951,-1.8112627,0.9366486,0.45991534,0.014220562391471146,0.01431622949920048,-0.012151094093684834,New Balance,2690/105/2306,radial,0.05,1.6678216
708,Timur Turlov,5.026409951,0.9239614,1.6345141,0.2343385,-0.002874852905770233,-0.004420440023143526,0.0013466221235638005,finance,2875,radial,0.05,1.5244248
709,Rick Caruso,5.026409951,-1.1203303,0.44492885,-0.8637398,0.020972807537402983,-0.011281698597000041,0.0019269370857131498,real estate,114/1111/1966,radial,0.05,1.6829958
710,Jayshree Ullal,5.026409951,-0.8483298,1.651871,-0.8537788,0.00803343276527183,-0.023476596188202106,0.008562259869455227,Computer networking,81/266,radial,0.05,1.8028152
711,Michael Herz,5.026409951,0.2638292,0.88579184,0.54026324,0.012230014856928026,-0.011004340475507997,0.005386021118757311,Coffee,3103/3102/1377/712,radial,0.05,1.2995011
712,Wolfgang Herz,5.026409951,0.432219,0.7741425,0.6640647,-0.005199669672928829,-0.005874398255460351,-0.015431554575672279,Coffee,3103/711/3102/1377,radial,0.05,1.2995011
713,Trevor Rees-Jones,5.026409951,-0.7636319,0.51791114,0.047976427,-0.004985261351383261,-0.01193367730131212,-0.025679594305474465,energy/oil and gas,134/71/624,radial,0.05,1.2296851
714,Forrest Li,5.026409951,1.9818302,-0.46352753,-0.8924252,-0.019928664973461872,0.008449542525447504,0.002363054481511563,e-commerce/retail,1191/1242/199,radial,0.05,0.59320146
715,Michal Solowow,5.026409951,-0.019025669,0.68450785,0.745894,-0.007680508590332845,-0.00433346543572169,-0.027289988252434994,investment/finance,3021/406/1142/1420/49/2553,radial,0.05,1.5244248
716,Alexander Abramov,4.941216562,0.8717437,1.0352271,1.0351865,-0.01962679472500731,0.003424280411398996,-0.0222590358303547,mining/materials,1678/691/1505/150/362/79,radial,0.05,0.8420775
717,Mario Verrocchi,4.941216562,0.2660869,-0.46164322,-0.3345731,-0.0037252531326557856,0.019074401180486717,-0.003303764016739411,Pharmacies,2108/538/1176/1278,radial,0.05,0.4724633
718,William Berkley & family,4.941216562,-1.0044823,0.8846832,-0.49828678,0.0,0.0,0.0,Insurance,,radial,0.05,2.050591
719,Carl Douglas,4.941216562,0.014799118,0.9947294,0.22550154,0.005874671886276031,-0.00732286660999584,0.011071466027439256,investment/finance,2324/757,radial,0.05,1.5244248
720,Zhang Wanzhen,4.941216562,1.8416524,0.51879513,-0.56163865,-0.021781667398891858,0.014915034804771275,-0.0003204864328117295,Electronics components,1806/1307/1652/177/170/2787,radial,0.05,1.7377203
721,Margot Birmingham Perot,4.941216562,-1.8077991,0.72567,-0.311284,0.0,0.0,0.0,real estate,,radial,0.05,1.6829958
722,Hu Baifan,4.941216562,0.43054911,0.4915322,-0.5414588,0.009230073485952181,-0.010486841740486297,0.027550001106981498,healthcare/pharmaceuticals,1128/94/337/455/253/139,radial,0.05,1.4115231
723,Tomas Olivo Lopez,4.941216562,0.22438599,0.6750429,1.3388872,-0.007816050734464527,0.0026876061621018406,-0.006996159786465045,Shopping centers,1087,radial,0.05,1.2923958
724,Lai Meisong,4.856023173,0.68289757,0.8575429,-0.32224527,0.012902332136847178,-0.017029842553488914,-0.00603956893891589,Package delivery,3307/1585/2451/2831/174,radial,0.05,1.1398789
725,Leonardo Maria Del Vecchio,4.856023173,0.23472077,1.5209811,1.1855279,-0.014912784627167129,-0.0065582279599530734,-0.01861527807458556,Eyeglasses,759/765/761/762/766/763,radial,0.05,2.025487
726,Eric Yuan & family,4.856023173,-0.4329288,0.4010964,-0.52305114,0.030027600729321705,0.0032035049259216855,-0.0029903054896040174,Zoom Video Communications,266/36/447/2485/1901,radial,0.05,1.3982065
727,Don Vultaggio & family,4.856023173,-1.5394678,1.717239,-0.14940512,0.020149071709284302,-0.00949935755222519,-0.0033221409437181465,food/beverages,1079/313/2966/1349/789,radial,0.05,0.431557
728,Michael Ashley,4.856023173,-0.22280142,1.117022,0.4033626,0.0,0.0,0.0,ai/software/retail/logistics/shipping/sports/entertainment,,radial,0.05,1.2647958
729,Jiang Bin,4.856023173,0.96611977,0.8790111,-0.58076966,0.016786761636391055,-0.009035019103519754,-0.01335821973643354,Acoustic components,1941/3141/177/499,radial,0.05,0.67195463
730,Thomas Secunda,4.856023173,-0.3985207,0.3788082,0.27341974,-0.03552121090573497,0.008765841880547302,-0.004756203988994715,financial data/media,1062/2272/28/17,radial,0.05,0.471399
731,John Henry,4.856023173,-1.102887,0.45353934,-0.12544794,0.011157509269043938,0.009147652260328674,0.012310753455566193,logistics/shipping/sports/entertainment,1068/2392/2391/2393/1529/1592,radial,0.05,0.7081293
732,Heinrich Otto Deichmann,4.856023173,0.34434772,1.0873356,1.088101,0.0,0.0,0.0,ai/software/retail,,radial,0.05,1.2647958
733,Carl Thoma,4.856023173,-1.9730431,0.77159786,0.52835655,0.016054306629180108,0.011354006977782114,-0.01749046830952575,investment/finance,1655/1830/2300/303/336/335/1358/2874,radial,0.05,1.5244248
734,Peter Beck,4.856023173,0.74170506,0.77785635,-0.5299047,-0.019090529748520123,0.0004585585978275461,0.0005492138690088207,Spacecrafts,199,radial,0.05,1.7148037
735,Jean (Gigi) Pritzker,4.856023173,-1.3114996,0.5299773,-1.2674685,0.0010193564921297238,0.008398393093474394,0.01974966103304135,investment/finance,1355/1343/523/525,radial,0.05,1.5244248
736,Zhu Yan & family,4.856023173,0.9722833,1.0094293,-0.26370215,-0.0004331310597594499,-0.023200145310987866,-0.005693340039108531,real estate,114/1111/1966,radial,0.05,1.6829958
737,Justin Ishbia,4.856023173,-1.6760521,1.1281487,0.41273648,-0.005384153011511397,-0.021080342047287422,-0.014530318221240266,investment/finance,1728/303/467/336/335,radial,0.05,1.5244248
738,Sofia Högberg Schörling,4.856023173,0.39241284,0.7034374,0.618951,-0.016855730329113635,0.009043684426484733,-0.015881447469245084,investment/finance,976/1440/743/128,radial,0.05,1.5244248
739,Lin Shu-hong,4.856023173,1.878577,0.4349112,-0.8783889,-0.016463956716214378,0.0028994109662885095,0.00728817133751086,energy/oil and gas,2445/408/2582/3226,radial,0.05,1.2296851
740,Gao Dekang & family,4.770829784,0.8851226,0.49316666,-0.47339237,-0.017697355708881608,0.001173549371161956,0.011183441208440703,luxury/fashion/retail,1374/3409/2112/219,radial,0.05,0.9080228
741,Samuel Yin,4.770829784,0.5616853,0.49454796,-0.0704495,0.015859641082199963,0.008298743342412405,-0.010078634836273696,ai/software/retail,440/1813/475,radial,0.05,1.2647958
742,Bob Gaglardi & family,4.770829784,-1.2646725,1.1362544,-0.55875456,0.013436730031448756,-0.006263076731467821,0.0008463771151943233,Hotels,3298/1411/3033/2982/3027,radial,0.05,0.506061
743,Märta Schörling Andreen,4.770829784,0.36348867,0.9527282,0.18623817,-0.01677227646543538,-0.009264956655438477,0.015874529993425507,investment/finance,976/1440/738/128,radial,0.05,1.5244248
744,Jorge Mas,4.770829784,-0.72087026,0.13641118,-0.14000647,0.01526397998271235,0.00704102167883165,0.009357946433226263,construction/materials,301/994,radial,0.05,0.8420775
745,Xiao Yongming & family,4.770829784,0.719352,0.9598584,-0.85946906,-0.010523473387280484,-0.0071922320266608565,0.014290572784880254,Fertilizer,1122/590/980,radial,0.05,1.0924587
746,Andre Koo,4.770829784,0.5272823,0.26144698,-0.15761136,-0.004940056094454944,-0.01034679356523182,-0.0009156454911294315,finance,1763/2024,radial,0.05,1.5244248
747,Abel Avellan,4.770829784,-1.6962229,0.44690573,0.1351245,0.0,0.0,0.0,telecom,,radial,0.05,0.37299705
748,Tom Morris,4.770829784,-0.4792745,0.26288867,-0.46199638,0.01624427429629223,0.0003335003788769705,0.004393792769083812,ai/software/retail,741/872,radial,0.05,1.2647958
749,Edward Stack & family,4.770829784,-1.3592856,0.96276927,0.102861986,0.0029465549604205414,0.003813667135117273,0.0017900375118049222,Dick's Sporting Goods,3136,radial,0.05,2.00895
750,Renuka Jagtiani,4.770829784,-0.55490136,0.34872273,-0.21772954,0.0,0.0,0.0,ai/software/retail,,radial,0.05,1.2647958
751,Marianne Liebmann,4.770829784,-1.2847959,1.4602752,-0.35116258,-0.009377336111936554,-0.00956506168288204,0.014290972491604634,Cargill,671/344,radial,0.05,0.439058
752,Austen Cargill II,4.770829784,-1.2826679,1.4243395,-0.45849666,-0.00949603053493452,-0.008595299516939253,0.017451576310552976,Cargill,751/671/344,radial,0.05,0.439058
753,James Cargill II,4.770829784,-1.6312495,1.2208452,0.43690085,0.008168717822997645,-0.0007970162628438927,-0.02241333961606328,Cargill,1586/671/1587/751/344/1588,radial,0.05,0.439058
754,Margarita Louis-Dreyfus & family,4.770829784,0.59517586,1.2856388,1.248093,0.005338524805923239,-0.0007568142626007819,-0.011838029866979792,Commodities,1520/1423,radial,0.05,1.5540386
755,Maria Del Pino,4.770829784,-0.030519765,0.520097,0.44598818,-0.015694675969619612,0.010950223923002789,-0.0032736104062657907,construction/materials,1674/1888/301,radial,0.05,0.8420775
756,Archie Aldis Emmerson & family,4.770829784,-0.2874447,0.47184807,-0.1986962,0.0,0.0,0.0,Timberland/lumber mills,,radial,0.05,0.42231834
757,Eric Douglas,4.770829784,0.26808077,0.67769235,0.70517576,0.008508175891169584,0.010462789115578918,-0.01909873077946956,investment/finance,719/2324/135,radial,0.05,1.5244248
758,Naguib Sawiris,4.770829784,0.64736664,0.28513715,1.0207512,-0.026017691466315863,0.019464259759384442,-0.022199851014885308,telecom,18/15/357/227/2799/1956,radial,0.05,0.37299705
759,Claudio Del Vecchio,4.770829784,-0.34906846,1.7662779,0.8792262,0.013207559455376187,-0.022215596682355874,-8.645483354473307e-05,Eyeglasses,765/725/766/761/764/763/762,radial,0.05,2.025487
760,Zhu Baoguo & family,4.770829784,0.56186867,0.52931935,-0.34154186,0.004016955668695244,-0.01950540079356556,0.021997505247327225,healthcare/pharmaceuticals,1128/94/337/455/139,radial,0.05,1.4115231
761,Marisa Del Vecchio,4.770829784,0.01899901,0.96933216,1.7624727,-0.004199416283771136,0.008793420577318183,-0.02273699044577191,Eyeglasses,759/765/766/764/763/762,radial,0.05,2.025487
762,Rocco Basilico,4.770829784,-0.44889912,1.4407554,1.2917486,0.0,0.0,0.0,Eyeglasses,,radial,0.05,2.025487
763,Paola Del Vecchio,4.770829784,1.6316847,0.89909375,-0.61546165,-0.018879546224627286,0.004547119143297101,0.015323724056310559,Eyeglasses,759/765/766/761/764/762,radial,0.05,2.025487
764,Nicoletta Zampillo,4.770829784,-0.18565622,1.1839017,1.5772562,0.0010739954007156272,0.004723807326088234,-0.02425824097766293,Eyeglasses,759/765/766/761/763/762,radial,0.05,2.025487
765,Clemente Del Vecchio,4.770829784,-0.47371444,1.482469,1.3397967,0.012820717993734132,-0.0061348059412253625,-0.02024656571603629,Eyeglasses,759/766/761/764/763/762,radial,0.05,2.025487
766,Luca Del Vecchio,4.770829784,-1.262236,1.5601945,-0.40511423,0.01570375228279694,-0.004182615935476323,0.016913085647178853,Eyeglasses,765/761/763/762/764,radial,0.05,2.025487
767,Ali Ghodsi,4.685636395,-0.70409894,0.63092726,-1.0139042,0.0006117626334638119,0.008110319329010013,0.016657978107576434,Data analytics,855/2006/2558/854,radial,0.05,0.3701588
768,Shapoor Mistry,4.685636395,-0.71074283,0.3399812,-0.27323383,0.021895219319654265,-0.0036586769486716205,0.003968889279548423,Diversified,169/466/768,radial,0.05,0.8902763
769,Peter Kellogg,4.685636395,-0.9625648,0.4082005,-0.00650461,0.01701578655589275,-0.008301224666568026,-0.0036607599680928576,investment/finance,1297/406/2410/2553,radial,0.05,1.5244248
770,Romesh T. Wadhwani,4.685636395,-1.6055057,0.89307916,-0.640275,0.016813107115577087,-0.012784721355057597,-0.0057842061735603025,software/cloud,470/2847/1015/509/2851,radial,0.05,1.5939332
771,Jerzy Starak,4.685636395,-0.72007394,0.40908533,-0.17157136,0.030690283306537978,-0.0023533516604624135,0.0025959417881378155,healthcare/pharmaceuticals,1128/94/337/455/253/139,radial,0.05,1.4115231
772,Zhang Hongfu,4.685636395,-1.0322798,0.7562204,-0.17226204,0.012628038835525742,-0.0011385137759141399,-0.0004472443365400784,Bubble tea,773,radial,0.05,2.030552
773,Zhang Hongchao,4.685636395,1.093614,0.5645549,-0.24755433,-0.012628038835525742,0.0011385137759141399,0.0004472443365400784,Bubble tea,772,radial,0.05,2.030552
774,Chip Wilson,4.685636395,1.8974627,0.89815676,-0.97431576,-0.018230608962019543,-0.006588128829900147,0.005085071354873918,Lululemon,621/570/2335/2344,radial,0.05,0.94824904
775,M.A. Yusuff Ali,4.685636395,0.52448857,0.19965108,0.3881147,0.013018218497249361,0.00715772181228393,-0.011169096978450886,ai/software/retail,994/466/2561,radial,0.05,1.2647958
776,Neal Blue & family,4.685636395,-1.3021202,1.0185403,-0.945108,0.01977692258773444,-0.0007541094120995126,-0.0004607781315193115,Defense,234/1242,radial,0.05,0.52905345
777,Jeff Skoll,4.685636395,-1.6058495,0.39350292,0.10088149,0.02937457981328669,0.010673214791019459,0.012876064597280926,EBay,18/1024/255,radial,0.05,1.5860705
778,Gordon Getty & family,4.685636395,-0.36956906,0.403565,-0.23294416,0.0,0.0,0.0,energy/oil and gas,,radial,0.05,1.2296851
779,Peter Spuhler,4.685636395,-0.36036837,0.38721308,-0.3581829,0.0038323683909739295,0.003214217219798903,0.014562094072000374,ai/software/automotive,1116/933,radial,0.05,1.2647958
780,Jeffrey Cheah,4.685636395,2.0641937,-0.5064318,-0.033061475,0.0,0.0,0.0,real estate/healthcare,,radial,0.05,2.0075605
781,Park Hyeon-joo,4.685636395,0.99435997,0.057425916,0.061359987,-0.00051311217720234,0.004226613020699195,0.0038371056352928022,mutual funds,2750,radial,0.05,0.41504556
782,Cui Genliang,4.685636395,1.7734406,0.9898503,-0.6485851,0.0,0.0,0.0,electric components,,radial,0.05,1.0599835
783,Michael Saylor,4.685636395,-1.5407859,0.27336034,-0.13025726,0.02922234365588681,0.007528323468357573,0.015663392170368023,cryptocurrency/fintech,1466/16/1903/1815/1465,radial,0.05,0.86932945
784,Jeremy Jacobs Sr & family,4.600443006,-0.93759227,1.3871119,0.23521884,-0.006073485988300509,-0.019341683402489648,-0.017143474595578446,food/beverages,204/140/373,radial,0.05,0.431557
785,Jon Yarbrough,4.600443006,-0.85550207,0.550774,-0.28174827,0.0,0.0,0.0,gambling/entertainment,,radial,0.05,1.8096282
786,Dinara Kulibayeva,4.600443006,0.6562996,0.4858499,0.37926668,-0.01493893029574658,0.002607249097994109,-0.0037441531573728344,finance,1274/787,radial,0.05,1.5244248
787,Timur Kulibayev,4.600443006,0.49420676,0.7284999,0.068710916,-0.009880580997725999,-0.007671199584826941,0.009354939079606986,finance,786/1274,radial,0.05,1.5244248
788,Gao Guangrong,4.600443006,1.870858,0.83557,0.22664246,0.0,0.0,0.0,Optical modules,,radial,0.05,0.7464878
789,Russell Savage,4.600443006,-1.5379688,0.63461006,0.46648934,0.011701695565290484,0.008452636031142125,-0.013176181529513328,energy/oil and gas,727/1079/1349/1426,radial,0.05,1.2296851
790,Venu Srinivasan,4.600443006,1.9919764,1.0604525,-0.1523321,0.0,0.0,0.0,Two-wheelers,,radial,0.05,1.508147
791,Bulat Utemuratov,4.600443006,-1.350541,0.55457604,0.11368093,0.022032108435590825,-0.006218566570505985,0.0008859033969806133,finance/mining/materials,950/1020/210/1423,radial,0.05,1.2005111
792,Lachhman Das Mittal,4.600443006,1.9433396,0.9782899,-0.2838387,-0.02050240308213437,-0.009140785569456395,0.009317770912666303,Tractors,3159/412/413/227,radial,0.05,1.3445079
793,Stewart Resnick,4.600443006,-0.8445556,0.37827423,-0.691227,0.012342845414928617,0.004361681490528181,0.018327285853044,Agriculture,923/3268/340/2388/794/2365,radial,0.05,1.8773775
794,Lynda Resnick,4.600443006,-0.99869347,0.4121482,-0.35800236,0.01736469680976566,0.0042375491499867845,0.013702918922886024,Agriculture,923/3268/340/2388/2365/793,radial,0.05,1.8773775
795,Ruan Xueping,4.600443006,0.7170575,0.70221317,-0.3061825,0.006783633634636891,-0.01044893546670527,-0.00042311523735261494,Power strip,803,radial,0.05,0.40184462
796,Zhang Jianzhong,4.600443006,1.415252,1.2658606,-0.8987936,0.0035834292939494056,-0.009676828116039185,0.015802449747017666,semiconductors/hardware,2346/908/2427/2338/1809/2029,radial,0.05,1.2610606
797,Matthias Reinhart,4.600443006,0.10369156,0.31918573,0.5054848,0.007801505712831405,-0.003503528559563372,-0.014127677493262724,finance,746/1763/2024,radial,0.05,1.5244248
798,Ivan Tavrin,4.600443006,0.16245985,1.7994751,1.0528511,-0.025351888546968272,-0.0077967453577982146,-0.008451237227553858,investment/finance,1655/1830/216/215/336/335,radial,0.05,1.5244248
799,Torbjorn Tornqvist,4.600443006,0.28826523,0.4617939,0.81163657,-0.0011441985952331253,0.008389021752767735,-0.006972905974843635,energy/oil and gas,2492/3165/2887,radial,0.05,1.2296851
800,Ian Livingstone,4.600443006,-0.9499971,1.1047083,-0.30965647,0.0023372426350820683,-0.014382871485069998,0.009452713944397164,real estate,3048/3165/1154/801,radial,0.05,1.6829958
801,Richard Livingstone,4.600443006,-1.2050724,0.78518915,-0.009389728,0.01688816579419217,-0.0023536943384156153,-0.0033065806016296297,real estate,3048/800/3165/1154,radial,0.05,1.6829958
802,Jiang Rensheng & family,4.515249617,1.0062162,0.37293023,0.03656864,-0.013088451074192783,0.0111252471865886,0.017288219543339325,healthcare/pharmaceuticals,93/1410/1522,radial,0.05,1.4115231
803,Ruan Liping,4.515249617,0.9950963,0.27394572,-0.3235246,-0.006844531944005027,0.010542738071458285,0.00042691364452058275,Power strips,795,radial,0.05,0.55303144
804,George Economou,4.515249617,0.055308662,1.5763724,0.9269141,-0.014056731033403633,-0.028393604788182758,0.017291366094679364,logistics/shipping,43/59/48/44,radial,0.05,0.7081293
805,Michel Leclercq & family,4.515249617,0.66689587,1.9970335,0.89328104,0.0,0.0,0.0,Sporting goods,,radial,0.05,0.40532243
806,Walther Moreira Salles Junior,4.515249617,-0.7311789,-0.23256442,0.4609751,0.01689937377770151,-0.015527673563919285,-0.0007977940162464033,finance,342/2190/807/383,radial,0.05,1.5244248
807,Joao Moreira Salles,4.515249617,-0.35757837,-0.5914075,0.6037542,-0.0148609190256729,0.014652502793433506,-0.009580772582588435,finance,342/2190/383/806,radial,0.05,1.5244248
808,Murat Ulker,4.515249617,0.67663854,0.9402126,1.1912886,-0.005690517727152617,0.0018225435991761204,-0.014271884660531269,food/beverages,2976/2844/1839/1184,radial,0.05,0.431557
809,Alejandro Bulgheroni,4.515249617,-0.93851316,0.22273295,0.09708018,-0.0022794836294915102,0.022802429246607452,-0.020155784442746863,energy/oil and gas,134/323/71/245,radial,0.05,1.2296851
810,Thomas Tull,4.515249617,-1.2451346,0.6154763,-0.25552413,0.011197922204487782,-0.004916318285696379,-0.0003933308310746674,investment/finance/media/entertainment,3126/1125,radial,0.05,1.5244248
811,Rakesh Gangwal,4.515249617,-0.8300349,0.19326083,0.10471173,0.012162786866944799,0.006105507476893846,0.005288446098506218,ai/software,2817/673,radial,0.05,1.2647958
812,Qiu Jianping & family,4.515249617,0.7002924,0.5000764,-0.91417444,0.00917043767542735,0.0015447184582046746,0.006070430292984306,Hand tools,2390/1711,radial,0.05,1.6254342
813,Andy Mills,4.515249617,-0.8986366,0.5926949,0.40634388,0.012688683804309302,0.0075211673938689865,-0.016474759422057273,healthcare/pharmaceuticals,309/1158/1034/954,radial,0.05,1.4115231
814,Arkady Rotenberg,4.515249617,-0.52431446,0.42865798,0.051896166,0.006562686988724607,0.005101414971452473,0.0018941018006953705,finance/construction/materials,2883/2963,radial,0.05,1.7278779
815,Liu Sheng,4.515249617,1.8685513,0.6416768,-0.5238033,-0.026111668028858552,0.0004757385821845061,0.0008026567817666665,Optical communication,656/98/632/1672,radial,0.05,1.8343809
816,Mangal Prabhat Lodha,4.430056228,1.2134037,0.2505561,0.81596446,-0.0036773096751000992,-0.012346976261694712,-0.020121581362143464,real estate,114/1111/1966,radial,0.05,1.6829958
817,Gaye Farncombe,4.430056228,-1.3309281,1.5739889,0.3947882,-0.006213149949134368,-0.0014715805673804123,-0.02333477551639717,Thomson Reuters,596/598/298/597,radial,0.05,0.48224723
818,Linda Campbell,4.430056228,-1.5904257,1.2832116,0.5283674,0.012568567687340814,0.015560679864749384,-0.013607971138008948,Thomson Reuters,596/598/298/597,radial,0.05,0.48224723
819,Gail Miller & family,4.430056228,-0.5665705,1.050049,-0.72999346,0.0025783663139258913,-0.004026485479452854,0.01632940161762769,Car dealerships,1544/1323/899,radial,0.05,0.53390014
820,Josh Kushner,4.430056228,-1.4277933,1.1034702,1.0258132,0.00867963402966102,0.0038657736306712117,-0.025150837076779054,investment/finance,266/1185/3368/109/1242/3207,radial,0.05,1.5244248
821,Andrei Kozitsyn,4.430056228,1.0508903,1.2031645,-0.20909074,-0.0116290374627709,-0.002450176521620541,0.02501991105802782,social media/advertising/ai/mining/materials,887/3188/3212/348/79/957,radial,0.05,1.3075284
822,Scott Cook,4.430056228,-1.6100868,0.6459189,-0.988905,0.020040222331562784,0.01809719080642435,0.027941562366931266,software/cloud,67/5,radial,0.05,1.5939332
823,Markus Blocher,4.430056228,0.20544371,0.8220407,0.3926792,0.011837196638986688,-0.012611046919237789,-0.01744692467821759,Chemicals,123/2810/1881/1531/1321/2811,radial,0.05,1.6866118
824,Rajiv Bajaj,4.430056228,0.8121506,0.10448958,0.09624174,-0.016226703765283183,0.007921375367593507,0.0009486885835597986,Diversified,1150/825/1148,radial,0.05,0.8902763
825,Sanjiv Bajaj,4.430056228,0.7020298,0.07781513,0.5087837,0.0031792531972556454,0.0007701072862487008,-0.011910332519670322,Diversified,824,radial,0.05,0.8902763
826,Shaul Shani,4.430056228,0.27678707,0.7161781,0.9349298,-0.020984916484572468,-0.00039365724547064056,-0.02862954737196507,telecom,15/1747/758/1956/227,radial,0.05,0.37299705
827,Isaac Perlmutter,4.430056228,-1.5760797,1.016467,0.06497207,0.0,0.0,0.0,Marvel comics,,radial,0.05,1.7562548
828,George Lucas,4.430056228,-0.5998494,0.48503706,-0.3397045,-0.012715873830071169,0.010052632880688016,-0.004295578439522397,Star Wars,1261/549,radial,0.05,0.5583144
829,Saban Cemil Kazanci,4.430056228,0.021161318,1.3859036,1.2023206,0.014040788130334825,-0.010789848588930962,-0.015381482829206435,energy/oil and gas,3182/1230/1097/172/2299/3278,radial,0.05,1.2296851
830,Hortensia Herrero,4.430056228,0.31404138,1.499019,0.9685267,-0.01274924198300974,-0.014026188367859344,-0.013858206956838938,retail,293/2003/1694/377/1380,radial,0.05,0.59320146
831,Dan Kurzius,4.430056228,-0.77312076,0.23771028,0.38653433,-0.002511154160352913,0.017470219431271337,-0.01751027653825494,ai/software,930/109/822,radial,0.05,1.2647958
832,Nicolas D'Ieteren,4.430056228,-0.0039339215,0.38666874,0.58424026,0.0,0.0,0.0,Auto parts  distribution,,radial,0.05,1.1333135
833,Nusli Wadia,4.430056228,1.6974204,0.9661681,0.7542361,-0.008713106735016305,0.0024633185587601453,0.009763152431677842,Consumer goods,1053/2049,radial,0.05,1.9271252
834,Rupert Johnson Jr,4.344862839,-1.1699231,0.9201515,-0.80208874,-0.004357283577198597,-0.0028090524070330776,0.015258628827422703,Franklin Templeton,679/1286,radial,0.05,1.5464416
835,Cho Tak Wong,4.344862839,0.51153934,0.45343733,-0.16314992,-0.011747653385855447,-0.01260244163347345,0.015059988959867304,Auto parts,1600/2104/1058/599/320,radial,0.05,0.8197709
836,Fernand Huts,4.344862839,-1.4629811,1.6480339,-0.08745128,0.0,0.0,0.0,logistics/shipping,,radial,0.05,0.7081293
837,Barry Diller,4.344862839,-1.8478805,1.2635895,-0.20833734,0.01380444486341357,-0.006767813766475335,0.010088663684916182,media/entertainment,294/1807,radial,0.05,1.8096282
838,Pyotr Aven,4.344862839,0.35799265,0.81684995,-0.24266696,0.0052435316767718496,-0.004741722966837965,0.02455336963216475,telecom/finance/energy/oil and gas,432/2788/314/176/3365,radial,0.05,1.5244248
839,Anthony von Mandl,4.344862839,-0.51198506,1.3955696,-0.46730727,0.0003811991851133058,-0.023776792809542084,0.005907158118387458,food/beverages,2784/338/265/364,radial,0.05,0.431557
840,Zarakh Iliev,4.344862839,0.4189227,1.136092,0.7236612,0.005806539684805832,-0.018415291333858747,-0.015887693765662902,real estate,841/114/1111/1966,radial,0.05,1.6829958
841,God Nisanov,4.344862839,0.595163,1.4193033,0.06261122,0.0035189786698354678,-0.023759812611291894,-0.006953111894047135,real estate,114/1111/1966/840,radial,0.05,1.6829958
842,Eduardo Hochschild,4.344862839,-0.6552214,-0.042359047,0.4051214,0.025776713502153197,0.008274746885518247,-0.005656246862463644,mining/materials,129/95/1118,radial,0.05,0.8420775
