ID,Name,NetWorth,x,y,z,industries,connections,hue color value
1450,Nicolas Berggruen,2470608281,-1.0976021,0.65928113,-0.60029763,investment/finance/real estate,703/630/138/1475/389,1.5244248
1451,Safra Catz,2470608281,-1.5879273,0.86759126,0.69197893,software/cloud,4/205/1783,1.5939332
1452,Caroline Hagen Kjos,2470608281,1.4322811,0.12897944,0.17227687,Conglomerate,1579/2498,0.6238532
1453,Tim Cook,2470608281,-0.11225135,0.6434643,1.1426183,consumer electronics/software,205/105,1.2647958
1454,Ugo Gussalli Beretta & family,2470608281,0.60739785,0.6987853,1.0376458,Firearms,2708,1.4536945
1455,T.Y. Tsai,2470608281,1.2272931,0.488981,-0.63111204,finance,498/414,1.5244248
1456,Peter Gassner,2470608281,-1.5546783,1.2819784,-0.15462136,software/cloud,36/1246/1394,1.5939332
1457,Kim Jun-ki,2470608281,0.58304906,0.20532408,-0.59818316,Diversified,36/20,0.8902763
1458,Anthony Wood,2470608281,-0.62796235,0.5201926,-0.15453576,Roku,,1.1212084
1459,Robert Sands,2470608281,-0.60879284,0.52934444,-0.005600147,Liquor,3345/1625/695/3372,1.2380048
1460,Zhang Li,2470608281,-1.2152827,0.5115916,0.68730515,real estate,114/1111/1966,1.6829958
1461,Peter Unger,2470608281,0.21903998,0.43896663,0.49239403,ai/software,,1.2647958
1462,Wu Guangming,2470608281,0.76678264,0.77072394,-0.24121094,healthcare/pharmaceuticals,1388/637/582/1132,1.4115231
1463,Roberto Crippa,2470608281,0.7227666,1.4752876,1.0838959,Microchip testing,1464/2219/2057,1.5419354
1464,Cristiano Crippa,2470608281,-0.039496332,1.1091112,1.5842522,Microchip testing,2219/2057/1463,1.5419354
1465,Tyler Winklevoss,2470608281,-1.317486,0.73343396,0.13371214,cryptocurrency/fintech,1466/16/1903/783/1815,0.86932945
1466,Cameron Winklevoss,2470608281,-1.1304792,0.86033875,0.38854107,cryptocurrency/fintech,1903/783/16/1815/1465,0.86932945
1467,Gu Yuhua & family,2470608281,1.0702009,0.46801698,-1.0652778,Furniture,589/1037/1993/1280,0.36413556
1468,Semahat Sevim Arsel,2470608281,0.24501385,0.5907212,0.48639944,Diversified,1598/20/1663,0.8902763
1469,Wayne Rothbaum,2470608281,-1.5503407,1.5757059,0.63701063,healthcare/pharmaceuticals,1275/1276/236,1.4115231
1470,Chung Yong-jin,2470608281,-0.566885,0.38412088,-0.14798124,ai/software/retail,284/68/261,1.2647958
1471,John Krystynak,2470608281,-1.4773996,1.0308329,-1.0243797,Advertising technology,158/693/1127/575/400,1.7455251
1472,Kei Hoi Pang,2470608281,1.3272927,0.24733004,-0.5053131,real estate,114/1111/1966,1.6829958
1473,Karthik Sarma,2470608281,-0.9953778,0.48983854,0.24192427,hedge funds/finance,3/1846/1509/468/3396,1.5244248
1474,Long Wan,2470608281,1.2843508,0.5379412,-1.1085079,food/beverages,1184/2964/1839/2434,0.431557
1475,Marcel Herrmann Telles & family,2470608281,-0.79594684,-0.50144297,0.9756974,Beer,630/138/389,1.2409092
1476,Don Levin,2470608281,-1.4676319,1.4270836,0.7715134,rolling papers,,1.3473516
1477,Ramesh Juneja,2470608281,0.65763146,0.5159156,-0.025163263,healthcare/pharmaceuticals,94/1879/1497/139,1.4115231
1478,Jonathan Tisch,2470608281,-1.6858985,0.88871324,0.9010987,Loews/New York Giants,2541/2326/1935/1936/2014,1.342186
1479,Glenn Dubin,2470608281,-0.8689649,0.5846976,0.3860023,hedge funds/finance,3139/115/452/34/70/120,1.5244248
1480,Bom Kim,2470608281,-1.4259374,1.4671998,0.6235517,ai/software/e-commerce/retail,67/260/13,1.2647958
1481,Tang Jie,2470608281,-1.8104112,0.72994775,-0.1529055,semiconductors/ai/software,555/156/224/2730/558,0.7535922
1482,Harsh Goenka,2470608281,0.7221513,0.4674763,-0.022104904,Diversified,36/20/1236,0.8902763
1483,Zadik Bino & family,2470608281,-0.55297184,0.72748566,-0.07402779,finance/energy/oil and gas,,1.1103568
1484,Hayes Barnard,2470608281,-0.9468356,0.24409026,0.1547773,Fintech,228/477/3348/150/3347/1770,1.8876406
1485,Lee Bass,2470608281,-0.60849,0.733275,-0.08196569,investment/finance/energy/oil and gas,1432/661/1006,1.5244248
1486,Mitchell Goldhar,2470608281,-1.0642598,1.01062,0.2698031,real estate,114/1111/1966,1.6829958
1487,Barbara Tyson,2470608281,-1.1523981,1.2114297,-0.14366214,food/beverages,1296,0.431557
1488,Richard LeFrak & family,2470608281,-1.3877158,0.4872709,0.00017172098,real estate,1111/114,1.6829958
1489,Stephen Deckoff,2470608281,-1.3657565,1.4731104,0.44766268,investment/finance,1655/1830/303/336/334/335/2874,1.5244248
1490,Maja Oeri,2470608281,0.05269227,0.6961245,0.4289347,healthcare/pharmaceuticals,1128/94/2423/455/253/139,1.4115231
1491,Chen Bangdong,2470608281,0.6491586,0.670673,-0.2799781,Electricity transmission equipment,1121,0.93233865
1492,Senapathy Gopalakrishnan,2470608281,1.750436,0.90535784,0.11397013,software/cloud,2065/1163/1680/2548,1.5939332
1493,Cheng Xue,2385414892,0.8179201,0.6643194,-0.592262,Soy sauce,2683/2760/2729/384,1.0083212
1494,Francois Feuillet & family,2385414892,0.23962477,0.7558397,0.41485196,Motorhomes/RVs,,0.47483522
1495,Joe Lonsdale,2385414892,-0.69482756,0.71553713,-0.22071114,investment/finance,235/516/87/3331/876,1.5244248
1496,Wang Yun'an,2385414892,1.6185834,0.59287727,-0.82947254,Milk tea,,0.5078772
1497,Rajeev Juneja,2385414892,1.3821654,1.2702801,0.8992588,Phamaceuticals,1879/1477,1.5507594
1498,Craig McCaw,2385414892,-1.0647055,0.5562678,-0.20951697,telecom,15/1910/758/1956/227,0.37299705
1499,Thomas Wu,2385414892,1.1884172,0.540945,-0.6480381,finance,498/1679,1.5244248
1500,Filiz Sahenk,2385414892,0.6729604,0.1468936,-0.45683333,Diversified,2521/1400/36/20,0.8902763
1501,Sylvan Adams,2385414892,-1.1174484,0.9119078,-0.20433986,real estate,114/1111/1966,1.6829958
1502,Lirio Parisotto,2385414892,-0.97754616,-0.027187178,0.24112435,investment/finance,3021/406/1142/1420/49/2553,1.5244248
1503,Zhu Yiming,2385414892,0.6411608,1.0585775,-0.57052326,semiconductors/hardware,1107/50/6/454/1577/358,1.2610606
1504,Chen Kaixuan,2385414892,2.0456178,0.91583365,-0.178801,Household chemicals,2623,0.90236545
1505,Mikhail Shelkov,2385414892,0.5566113,1.703947,0.8055384,Titanium,716/1678/2815/150/2791,1.476686
1506,Jamie Dimon,2385414892,-0.67272013,0.45207036,0.36307204,finance,828/236,1.5244248
1507,Richard Branson,2385414892,-0.5222804,1.0615406,0.68841094,Virgin,447,1.2658093
1508,Philip Niarchos,2385414892,-0.708315,1.4365402,1.5115088,Art collection,1082,1.2986996
1509,Jeffrey Talpins,2385414892,-0.6106581,0.95639944,0.1224314,hedge funds/finance,1846/1473/468,1.5244248
1510,Katarina Martinson,2385414892,0.35762462,0.74537075,0.5559263,investment/finance,378/135/369/1651,1.5244248
1511,David Peñaloza Alanís,2385414892,-0.08977926,0.7691352,0.77860355,Toll roads,,0.7004915
1512,Koo Bon-neung,2385414892,1.8140055,0.24155086,-0.9387392,Electronics,184/2137/1856/225/187,0.9184684
1513,Jay-Z,2385414892,-0.54637474,0.24870259,-0.25204164,media/entertainment,3340/61/199,1.8096282
1514,Kwek Leng Kee,2385414892,0.79399,0.026895046,-0.11240136,Diversified,1111/2525/2526/504,0.8902763
1515,Bernard Lewis & family,2385414892,-1.0297669,0.5133855,-0.181168,ai/software/retail/luxury/fashion,1660,1.2647958
1516,Mohamed Alabbar,2385414892,0.84667444,1.0215969,0.66050047,real estate/food/beverages,3341,1.4758897
1517,He Xiaopeng,2385414892,1.7016321,1.0963936,0.53544474,automotive,986/938/658/206,0.6697777
1518,Adam Neumann,2385414892,0.73067445,0.39349672,0.27762225,WeWork,,1.6905053
1519,Victor Pinchuk,2385414892,0.5556775,1.463249,0.7196425,mining/materials,,0.8420775
1520,Harindarpal Banga,2385414892,1.7015762,0.9205512,-0.16660362,Commodities,1036/754/1423,1.5540386
1521,Mathias Doepfner,2385414892,0.19854373,0.37094098,0.54322314,media/entertainment,596/935,1.8096282
1522,Wu Guanjiang & family,2385414892,0.5381157,0.60969156,-0.22586268,healthcare/pharmaceuticals,1128/94/802/139,1.4115231
1523,Zhao Yan,2385414892,1.9481751,0.90283775,-0.7317407,healthcare/pharmaceuticals,1125/1859/3186/487,1.4115231
1524,John Arnold,2385414892,-1.097342,0.32511565,0.17545477,hedge funds/finance,3139/115/452/34/70/120,1.5244248
1525,Chao Teng-hsiung,2385414892,0.8389742,0.7156584,-0.9598309,real estate,114/1111/1966,1.6829958
1526,Li Xiaoming,2385414892,0.68177414,0.97606575,-0.745345,ai/software,,1.2647958
1527,Mark Leonard & family,2385414892,-0.95141256,1.7712907,-0.05429262,software/cloud,470/509/2851,1.5939332
1528,Shigenobu Nagamori,2385414892,1.3015742,1.4721314,-0.48952025,Motors,3113,0.51385605
1529,Larry Tanenbaum,2385414892,-0.96180093,0.68239206,0.006054893,logistics/shipping/sports/entertainment,1068/2392/2391/731/2393/1592,0.7081293
1530,Brett Hildebrand,2385414892,-0.76344436,0.4694608,-0.17145726,finance,1353/3001/3015/1732,1.5244248
1531,Madeleine Grogg,2385414892,0.2908939,0.57487893,0.5280942,healthcare/pharmaceuticals,2810/823/1321/2811/139,1.4115231
1532,Bernard Saul II & family,2385414892,-0.5354573,0.64955544,0.26891217,finance/real estate,1488,1.6829958
1533,Chen Wenyuan & family,2385414892,0.96367365,0.866825,-1.0274012,Testing equipment,1624/2507/1951,1.1758193
1534,Chen Hua & family,2385414892,0.9828836,0.27679554,-1.0757687,real estate,,1.6829958
1535,Amy Adams Strunk,2385414892,-2.1459756,0.70933586,0.88872176,Tennessee Titans,7,0.5937262
1536,Eugene Murtagh,2385414892,-1.3597362,1.730586,-0.54318225,Building materials,2815/992/1599/2791/1816,1.0213703
1537,Alan Trefler,2385414892,-1.1468747,1.6239145,0.22574444,software/cloud,470/2847/1015/509/2851,1.5939332
1538,Firoz Mistry,2385414892,-0.57139415,0.5930782,-0.27127102,Diversified,169/466/768,0.8902763
1539,Zahan Mistry,2385414892,0.7452109,0.29051653,0.10930116,Diversified,169/466/768,0.8902763
1540,Frank Slootman,2385414892,-1.0362943,0.948223,-1.475893,software/cloud,3317/3366/266/710,1.5939332
1541,David Booth,2385414892,-1.5999994,0.7177441,-0.49246863,Mutual funds,781/1634/3126,0.44479728
1542,Christian Latouche & family,2385414892,-0.04931193,1.3718896,0.66255355,Accounting services,,1.598681
1543,Manohar Lal Agarwal,2385414892,2.1579533,0.58608675,0.44451162,Snacks,2404/1315/1308/2040,1.1031849
1544,Herb Chambers,2385414892,-1.1888974,0.54257894,0.3894719,Car dealerships,819/2684/2233/899,0.53390014
1545,Jayme Garfinkel & family,2385414892,-1.2382487,-0.4439913,0.6098651,Insurance,579/390/3032,2.050591
1546,Joseph Edelman,2300221503,-1.0915718,0.4923678,-0.09974751,hedge funds/finance,115/34/70/120,1.5244248
1547,Pham Thuy Hang,2300221503,0.8540309,0.12853065,0.05779329,Diversified,20/60/1115,0.8902763
1548,Gabriele Gebauer,2300221503,0.4356767,1.2217206,1.0714957,social media,3134/3128,0.8246172
1549,Jennifer Pritzker,2300221503,-1.0497506,1.465406,-0.24584162,investment/finance,523/1940/996/525/735/925,1.5244248
1550,M.Satyanarayana Reddy,2300221503,0.8725028,-0.014887914,-0.032109708,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
1551,Mortimer Zuckerman,2300221503,-0.8165546,1.2065775,0.11420752,real estate/media/entertainment,67/13,0.471399
1552,George Joseph,2300221503,-1.0663205,0.7109895,-0.53624755,Insurance,579/988/2443,2.050591
1553,Jin Baofang,2300221503,0.6418644,0.5445806,-0.18013477,Solar panels,2505/3034/2617/2621,1.2143617
1554,Ranjan Pai,2300221503,1.7687082,0.49637127,-0.056895703,healthcare,169,2.0075605
1555,Farhad Moshiri,2300221503,-0.20802313,0.40202907,0.75329584,Diversified,208/578/3379/20,0.8902763
1556,Fred Ehrsam,2300221503,-0.6417577,1.0209916,-0.42035276,social media/cryptocurrency/fintech,345/16/2203/375,2.003768
1557,Hal Jackman,2300221503,-0.8260101,1.071218,0.44522542,investment/finance,564/1636,1.5244248
1558,Ma Bin & family,2300221503,0.78092337,0.94016576,-0.22438613,manufacturing,312/1890/920/533/2015/302,1.0055193
1559,Zhang Xingang,2300221503,-0.72340626,0.85346913,-0.7320914,semiconductors/hardware,656/50/6/1577,1.2610606
1560,Tran Dinh Long,2300221503,1.7488625,0.18778047,0.08320016,mining/materials,1183/1038/80/1403/56/371,0.8420775
1561,Selçuk Bayraktar,2300221503,-0.011490881,1.1795917,1.1924403,Military drones,1730,1.502516
1562,Gu Wei,2300221503,1.7879133,0.25824237,-1.1988443,Consumer electronics,,1.7395945
1563,Bidzina Ivanishvili & family,2300221503,0.34144163,0.68368024,0.6281669,investment/finance,3021/406/1142/1420/49/2553,1.5244248
1564,Wang Changtian,2300221503,1.3747289,1.3944253,-0.16536349,media/entertainment,239/1650/2763/264/499,1.8096282
1565,Alex Beard,2300221503,-1.123433,0.7322246,0.5223353,mining/materials,950/791/1020/210/1423,0.8420775
1566,Michael Hintze,2300221503,-1.052705,1.3503667,0.2692119,investment/finance,1655/1107/336/470/509/458,1.5244248
1567,Jeff Sutton,2300221503,-0.83342344,1.1319245,0.2875193,real estate,114/1111/1966,1.6829958
1568,Sara George Muthoot,2300221503,0.59108,0.11886117,0.10802674,finance,746/1571/1569/1570,1.5244248
1569,George Jacob Muthoot,2300221503,0.5054944,0.07540639,-0.33899653,finance,746/1571/1570/1568,1.5244248
1570,George Thomas Muthoot,2300221503,0.5337904,0.11565985,0.2939117,finance,746/1571/1569/1568,1.5244248
1571,George Alexander Muthoot,2300221503,0.16215117,0.40603662,0.42739087,finance,746/1569/1570/1568,1.5244248
1572,Wee Ee Cheong,2300221503,0.7735213,0.21404873,-0.44131488,finance,2002/1712/3286/3287,1.5244248
1573,Li Gaiteng,2300221503,0.8585202,0.44934994,-0.7075696,ai/software,,1.2647958
1574,Reid Hoffman,2300221503,-0.8318373,0.432595,-0.21712315,social media/software,0/5/87,1.2647958
1575,Stephan Crétier,2300221503,1.824577,0.97791487,0.46337914,Private security,,1.6147604
1576,Wu Lanlan & family,2300221503,1.0052805,0.46336314,-0.89025056,Packaging,271/349/1199/272/273,1.9427488
1577,Lisa Su,2300221503,-0.78876495,0.9281855,-0.52060825,semiconductors/hardware,1406/1385/260,1.2610606
1578,Fan Daidi,2300221503,1.470051,1.0915755,-0.64462394,Skincare,2146,1.0129639
1579,Liang Guangwei,2300221503,1.3048042,0.48328793,-0.26370427,Conglomerate,1452/2498,0.6238532
1580,Xie Liangzhi & family,2300221503,1.7268405,0.83196205,-1.3111289,healthcare/pharmaceuticals,1125/1859/3186/487/1883/1523,1.4115231
1581,Peter Leibinger,2300221503,2.1451788,0.31895724,-0.42074186,Machine tools,1583/1582,1.058115
1582,Regine Leibinger,2300221503,0.1424327,1.5052569,1.4797748,Machine tools,1583/1581,1.058115
1583,Nicola Leibinger-Kammueller,2300221503,-0.43286273,2.1225374,0.89171845,Manufacturing,312/920/533/1581/1582/302,0.6835843
1584,Alberto Bombassei,2300221503,0.54427665,1.9366003,0.9830491,automotive,,0.6697777
1585,Huijiao Yu,2300221503,0.8370474,0.6747223,-0.2821954,Package delivery,86/1132/174/2122,1.1398789
1586,Alexandra Daitch,2300221503,-1.2535676,1.4237318,0.5854325,Cargill,671/751/344,0.439058
1587,Lucy Stitzer,2300221503,-1.1885326,1.6378298,0.16416237,Cargill,671/751/344,0.439058
1588,Sarah MacMillan,2300221503,-1.1179745,1.2318299,-1.1821334,Cargill,671/751/344,0.439058
1589,F.C. Tseng,2300221503,0.8563251,0.3542927,-1.068391,semiconductors/hardware,1406/50/358,1.2610606
1590,Anthony Hall,2300221503,0.45083624,-0.3245027,-0.31998608,Technology,1761/1026/573/1633,1.0906686
1591,Yao Kuizhang,2300221503,1.401721,1.8573091,-0.21341878,food/beverages,313/2966/486,0.431557
1592,Toto Wolff,2300221503,-0.27913785,0.9029825,0.7777965,logistics/shipping/sports/entertainment,1068/135/274/731/1146,0.7081293
1593,Stefan Olsson,2300221503,-0.5992802,0.570462,-0.21518221,Diversified,1094/36/3046/20,0.8902763
1594,William Boyd & family,2300221503,-1.1118531,1.2528322,-0.37589255,finance/gambling/entertainment,,1.2819759
1595,Hans-Werner Hector,2300221503,-0.024425387,1.772731,1.0731938,software/enterprise software,251/2759/1323/3167,0.52043086
1596,Leonard Schleifer,2300221503,-0.6581532,0.45572722,0.13979122,healthcare/pharmaceuticals,94/2475/139,1.4115231
1597,Timm Oberwelland,2300221503,0.5142277,1.2502913,0.7248006,Candy,1309/3076/1144/2334,0.37512416
1598,Ipek Kirac,2300221503,0.13755234,0.46850908,0.6673322,Diversified,20/1663/1468,0.8902763
1599,Martin Knauf,2300221503,0.045611978,0.81832975,1.2092272,building materials,2295/1791/1792/1790/2570,0.5155123
1600,Chin Jong Hwa,2215028114,0.21579403,0.50144243,0.40910605,Auto parts,1933/2104/1058/599/320,0.8197709
1601,Hong Feng,2215028114,0.33989343,0.6767088,-0.21854417,Smartphones,208/103/328,1.8994682
1602,Li Wanqiang,2215028114,0.6407925,0.4691204,-0.0027130544,Smartphones,208/1601/103/328,1.8994682
1603,Leng Youbin,2215028114,0.9017865,0.46675855,-0.17717041,Infant formula,113/426/2377/2359/941,1.4468347
1604,Jorge Perez,2215028114,-1.2168872,0.7086152,0.11485855,real estate,1087/114/1111/1966,1.6829958
1605,Mario Germano Giuliani,2215028114,-0.12883624,0.6689812,0.49524295,healthcare/pharmaceuticals,94/2072/953/139,1.4115231
1606,Andrey Andreev,2215028114,-0.27556488,1.7631497,1.3023545,Online dating,,0.77266926
1607,Alfredo Egydio Arruda Villela Filho,2215028114,-0.43959486,-0.31407535,0.70321184,finance,1746/2440/2444,1.5244248
1608,Richard Hayne & family,2215028114,-1.1811572,0.89039236,0.9158871,Urban Outfitters,3179/512,0.71803737
1609,Jack Cowin,2215028114,0.29849648,-0.8334501,-0.627973,food/beverages,636/129/1775/635/122,0.431557
1610,Anna Angelicoussis & family,2215028114,-0.026071668,1.366267,1.284001,logistics/shipping,59/48/1186/44,0.7081293
1611,Arvind Poddar,2215028114,1.7860816,0.34422314,0.4071985,Tires,1611/2189/2467/2696,1.2534094
1612,Sam Chong,2215028114,0.7269551,-1.02709,-0.7629912,mining/materials,129/971/1050/95/1118,0.8420775
1613,Henry Swieca,2215028114,-0.94178385,0.63869405,-0.034394443,hedge funds/finance,115/34/70/120,1.5244248
1614,Bernard Ecclestone & family,2215028114,-0.84133404,0.57348406,0.36148953,Formula One,2830/294,1.856275
1615,Bertil Hult,2215028114,0.63247824,1.2066525,1.2420512,Education,3295/2377/2127/1083/2988/1878,0.5171018
1616,Emad Al Muhaidib,2215028114,0.16476375,0.7912361,0.28933156,Diversified,,0.8902763
1617,Daniel Rocher,2215028114,-0.47647762,0.79962957,1.323178,cosmetics,1618/2965/2480,1.1296445
1618,Bris Rocher,2215028114,0.15737374,1.3844285,0.6893761,cosmetics,1617/2965/2480,1.1296445
1619,Tang Yiu,2215028114,1.004429,0.4796608,-0.11781892,ai/software/retail/luxury/fashion,168/2009/1342/31/1229,1.2647958
1620,Jimmy John Liautaud,2215028114,-1.9760128,0.84493697,-0.0235444,ai/software,,1.2647958
1621,David Hoffmann,2215028114,-1.2962306,0.23231831,0.119194284,social media/investment/finance,252/1713,0.6704873
1622,Atul Ruia,2215028114,1.1275208,0.74319565,0.5203461,real estate,114/1111/1966,1.6829958
1623,Douglas Hsu,2215028114,0.3936494,0.58325326,-0.5221318,Diversified,36/995/20,0.8902763
1624,Leo Huang,2215028114,-0.05221024,0.8540261,1.4343148,Testing equipment,1533/2507/1951,1.1758193
1625,Richard Sands,2215028114,-0.7832006,0.11390646,0.1972951,Liquor,3345/1459/695/3372,1.2380048
1626,Walter P.J. Droege,2215028114,0.35992667,0.6994858,0.8831186,Investing,2778/419/1721,0.42964417
1627,Ni Zugen,2215028114,0.95041066,0.85089767,-0.025551856,Appliances,2529/938/2184/2549,0.9520814
1628,Tarek Mansour,2215028114,-0.9377482,1.9791458,1.059083,Prediction markets,25/1185/1577/1629,1.8849119
1629,Luana Lopes Lara,2215028114,-1.2315121,1.9345794,0.17806134,Prediction markets,25/1185/1577/1628,1.8849119
1630,Kuldip Singh Dhingra,2215028114,0.91565377,0.21113367,0.3347792,ai/software,1258/1631,1.2647958
1631,Gurbachan Singh Dhingra,2215028114,0.6332731,0.6707162,0.44425663,ai/software,1258/1630,1.2647958
1632,William Foley II,2215028114,-0.5283172,0.29720885,-0.066038325,finance,746/1763/2024,1.5244248
1633,Sam Hupert,2215028114,0.17932284,-0.37898466,-0.45872328,Technology,1761/1590/1026/573,1.0906686
1634,Andreas Pohl,2215028114,0.3415117,1.6807874,0.7247813,Mutual funds,1541/781,0.44479728
1635,Maren Otto,2215028114,0.24505752,0.6334924,0.23525499,ai/software/retail/real estate,572/1892/1676/571/164,1.2647958
1636,V. Prem Watsa,2215028114,-1.2054734,0.6532148,0.5920722,investment/finance,1557,1.5244248
1637,Cheng Yixiao,2215028114,1.327265,0.99040055,-0.703776,Video streaming app,1134/1242/1337,1.0160817
1638,Jian Yao,2215028114,0.8944999,0.22176339,-0.62213457,healthcare/pharmaceuticals,341/329/860/576,1.4115231
1639,Bent Jensen & Family,2215028114,1.9210463,0.76199883,-0.5240564,electric systems,,0.9759652
1640,Katharina Andresen,2215028114,0.1469039,0.9887109,0.1990841,investment/finance,3021/406/1142/1420/49/2553,1.5244248
1641,Jiang Yintai & family,2215028114,0.35666505,0.37047789,-0.48909307,Auto parts,1600/2104/1058/198/599/320,0.8197709
1642,Abdullah bin Sulaiman Al Rajhi,2215028114,0.54666895,0.18500389,0.6775958,finance,959/1274,1.5244248
1643,Stephan Schmidheiny,2215028114,0.07728621,0.8153167,0.5392106,investment/finance,406/1142/1420/2553/308,1.5244248
1644,Jay Hennick,2215028114,-1.3615824,0.65845996,-0.12378207,finance/real estate,1183/1486,1.6829958
1645,William Young,2215028114,-1.3012656,0.9917865,-0.018602446,Plastics,1365/2900,1.6246688
1646,Wu Yiling,2215028114,0.8033823,0.32270643,-0.09420554,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
1647,Bruce Karsh,2215028114,-1.6257551,1.1916034,-0.40721717,investment/finance,1912/565/336/335,1.5244248
1648,Sam Goi,2215028114,2.1314065,0.50194716,-0.53140837,food/beverages,2477/1944/3054/1686/1860,0.431557
1649,Gao Xingjiang,2215028114,0.8294963,0.5972687,-1.3833865,mining/materials,,0.8420775
1650,Liang Xinjun,2215028114,0.9849965,0.059872188,-0.04026653,investment/finance,406/1819/1142/1420/2553,1.5244248
1651,Louise Lindh,2215028114,-0.08798802,0.69403875,0.7923487,investment/finance,378/369/1510,1.5244248
1652,Robert G. Miller,2215028114,-1.0194056,1.6001374,0.60492563,Electronics components,1806/1648/177/170/720,1.7377203
1653,Kathy Britton,2215028114,-0.62543654,0.38926712,-0.2985607,Homebuilding,1963/2236/639/1874/1870,0.89451563
1654,Henry Sy Jr,2215028114,0.5958679,0.115814276,-0.5515289,Diversified,2653/2846/2712/2915,0.8902763
1655,Adebayo Ogunlesi,2215028114,-1.6924691,1.186692,0.027705193,investment/finance,2880/336/2213/335/2212/890,1.5244248
1656,Roy Carroll II,2215028114,-1.1288105,0.73233116,0.5351616,real estate,114/1111/1966,1.6829958
1657,Wang Jianfeng & family,2215028114,0.4810733,0.2115569,-0.46204877,Auto parts,1600/2104/1058/198/599/320,0.8197709
1658,Kie Chie Wong,2215028114,0.1587558,-0.33159888,-0.9880476,investment/finance,129/406/2553,1.5244248
1659,Alexander Svetakov,2215028114,0.92404526,1.1277164,0.3499476,real estate,114/1111/1966,1.6829958
1660,Brian Hill,2129834725,-0.5000192,0.74559677,-0.6624683,ai/software/retail/luxury/fashion,564/1515,1.2647958
1661,David Golub,2129834725,-1.6431245,1.0648949,0.57720983,investment/finance,303/336/334/1655/1830/1327/335/2874,1.5244248
1662,Alexandra Andresen,2129834725,0.34094784,0.69969875,0.66994345,investment/finance,3021/406/1142/1420/49/2553,1.5244248
1663,Mustafa Rahmi Koc,2129834725,0.055428445,0.594952,0.5871119,Diversified,1598/20/1468,0.8902763
1664,Devi Shetty,2129834725,1.2773572,-0.13168687,0.20383775,healthcare,2053/1214/1238,2.0075605
1665,Inder Jaisinghani,2129834725,0.95211786,-0.0017278492,0.29365975,cables & wires,1733/2048/1665/1724,1.0892712
1666,Roger Wang,2129834725,0.5316193,0.2763095,-0.33066085,ai/software/retail,636/635/872,1.2647958
1667,John Elkann,2129834725,0.15180081,0.90571034,1.4574925,investment/finance,,1.5244248
1668,Tong Yongsheng & family,2129834725,0.8188266,0.38718724,-0.62528193,electrical equipment,1196/1240/897/1415/1915,0.6716765
1669,Dmitry Mazepin,2129834725,0.44382983,0.5951756,0.546929,Chemicals,1319/123/1881/2735/1212,1.6866118
1670,Chi Yufeng,2129834725,1.3681061,1.4260105,-0.11176032,software/cloud,470/2847/1015/509/2851,1.5939332
1671,Sun Shoukuan,2129834725,0.7049521,1.3786917,-0.5350552,social media/advertising/ai/mining/materials,,1.3075284
1672,Zhang Xinghai & family,2129834725,1.0361325,0.37810642,-0.6123624,Machinery,2246/98/2595,0.9036575
1673,Or Wai Sheun,2129834725,1.3696421,0.466404,-0.19164887,real estate,114/1111/1966,1.6829958
1674,D. Leopoldo Del Pino,2129834725,-0.119923,0.5084225,0.45018256,construction/materials,1888/755/301,0.8420775
1675,Tom Ford,2129834725,0.8396801,0.43754876,-0.610636,luxury/fashion/retail,,0.9080228
1676,Katharina Otto-Bernstein,2129834725,-0.97058177,0.882065,0.5875391,real estate,572/1892/1111/1635/571,1.6829958
1677,Marianna Latsis & family,2129834725,0.09105557,0.4926879,0.7330825,finance/logistics/shipping,2489/2560/1197,1.5629902
1678,Alexander Frolov,2129834725,0.24533851,1.2343823,0.5944531,mining/materials,716/691/1505/150/362/79,0.8420775
1679,Eugene Wu,2129834725,0.8185277,0.86671096,-0.9597881,finance,498/414/1499,1.5244248
1680,Nandan Nilekani,2129834725,1.9714069,0.117912084,-0.046453357,software/cloud,1163/2065/2548/1492,1.5939332
1681,Jason Murray,2129834725,0.17965165,1.0479223,0.39179868,Nursing facilities,1687,0.5896559
1682,Hussain Binghatti Aljbori,2129834725,1.1274909,0.17570567,0.95639366,real estate,114/1111/1966,1.6829958
1683,Masaaki Arai,2129834725,0.7409547,0.9623781,-0.7343934,real estate,114/1111/1966,1.6829958
1684,Liu Fangyi,2129834725,0.9661883,0.50958973,-0.23736773,healthcare/pharmaceuticals,637/902/1252/582/1462,1.4115231
1685,Mi Enhua,2129834725,0.6001444,0.34269357,0.21795236,ai/software/retail,741/872,1.2647958
1686,Oei Hong Leong,2129834725,0.97924244,0.083866574,-0.0614101,investment/finance,406/1860/1648/2553,1.5244248
1687,Mark Hancock,2129834725,-0.254066,0.9214618,0.57010293,Nursing facilities,1703/1681,0.5896559
1688,Bret Taylor,2129834725,-0.578443,1.1205652,-0.52688885,ai/software,1689,1.2647958
1689,Clay Bavor,2129834725,-0.8050988,0.599924,-0.92194676,ai/software,1688,1.2647958
1690,Henry Davis,2129834725,-0.85085434,1.3344814,0.4318104,Beef processing,374/851,0.3732608
1691,Huang Zelan & family,2129834725,1.3839881,0.46805084,-0.37366396,social media/advertising/ai/mining/materials,821/877/86/39/627/79/983/174/3316/957,1.3075284
